,text,task1,task2,language
3955,@Riesen_Einlauf Was Hurensohn du Spasti,0,3,1
3956,"RT @gottessohn13: Scheisse bleibt Scheisse und
Nazis bleiben Nazis. 

Wer das Dreckspack wählt, wählt wieder Fackel Umzüge und Krieg und ha…",0,0,1
3957,@dagilp_lbh @1Lisschen93 Wäre ja dumm wenn nicht😂🤷‍♀️,1,1,1
3958,RT @B24PT: Dortmund contrata Schulz ao Hoffenheim. https://t.co/h6PwZr5gul,1,1,1
3959,FWA was great :&gt;,1,1,1
3960,@Naku64 wo sollen die Nazis denn hin?,1,1,1
3961,@Quin_nsfw Willkommen zurück,1,1,1
3962,"RT @3te_generation: Die Untote: Die Stimmenverteilung für Die Linke, AfD und Bündnis 90/Die Grünen (denn so heißt die Partei eigentlich) ma…",1,1,1
3963,"Hört auf, Politik nur noch für Ü50 zu machen. Ihr habt bereits eine Generation vor den Kopf gestossen. Ändert euren… https://t.co/zgiRVhZLDU",1,1,1
3964,Ich und sera als wir uns gegenseitig arsch schickten https://t.co/aPH0OWKwRY,0,3,1
3965,@Herr_Klartext @Pbern12 Spieglein spieglein an der Wand.... https://t.co/aocIQEIvme,1,1,1
3966,"@HerrNewstime Man man man, die Community ist echt am Arsch https://t.co/Cjpq2eMTon",0,3,1
3967,"Wünschte, die CDU/CSU hätte noch deutlicher eins auf die Fresse bekommen, aber man nimmt, was man kriegen kann, ne.",0,3,1
3968,@Garfieldine @SexismObserver @zeitonline @SPIEGELONLINE Hop Hop ab in die Küche,1,1,1
3969,Merkel schickt aus Hamburger Hafen Botschaft an Trump https://t.co/cska3LPkOO https://t.co/RevM9wSw9M,1,1,1
3970,@Stefan_K__ @Beatrix_vStorch Die türkischen Döner in der Türkei mit Dicherheit. Die deutsche Variante bleibt aber die deutsche Variante.,1,1,1
3971,"Müssen und die Jungs entweder nichts machen oder halt anderen scheiß. Und er meinte, so; ja, stimmt. Und ich habe i… https://t.co/FdmP6HlIe2",1,1,1
3972,RT @jouwatch: Gewaltbereitschaft bei Linken immer noch hoch https://t.co/2JRVsCCOtm https://t.co/oMMthQA4Wf,1,1,1
3973,@veganhure Was zum arsch ist thinspo?,0,3,1
3974,@bootboss @tagesschau Die sind keine Experten und schon raus,1,1,1
3975,RT @tagesschau: Europäische Spitzenkandidaten im Kurzporträt https://t.co/HYi6dC35vq #Kandidatencheck #Europawahl2019,1,1,1
3976,@ItsDesey Perkz &gt;:),1,1,1
3977,Gunlike ist gerade von schwule hurensohn zu einen noch größeren schwulen hurensohn aufgestiegen,0,2,1
3978,Das einzig Positive ist die geringere Anzahl an Sitzen für den linken Parteienblock.,1,1,1
3979,Ich weiß einfach jetzt schon dass Staffel 8 von Voltron scheisse wird. Tu ich es mir trd an? Auf jeden Fall,0,3,1
3980,"@eVoRoX750 Ich fresse mich gerade voll, denk einfach an mich, dann schläfst du schon ein 🤪",1,1,1
3981,Produktivität am Arbeitsplatz: Frauen sind bei Wärme leistungsfähiger als sonst ➜ https://t.co/kFpNQQoASY,1,1,1
3982,"@Jodl @Merkur @maas @RegSprecher Ich glaube kaum, dass @HeikoMaas oder @AuswaertigesAmt dafür Zeit haben. Die sind… https://t.co/9q2jzjuZnm",1,1,1
3983,RT @artep21: @Joerg_Meuthen Nicht die Grünen ?😂😂😂😊Bald bei „Naked Attraction“ - Grünen-Politiker outet sich als Fetisch-Aktivist https://t.…,1,1,1
3984,@GedichtW @HerrNaumann @dergazetteur es ist halt echt 😂,1,1,1
3985,RT @ZDFheute: Erster Deutschland-Besuch: Pompeo trifft Merkel und Maas https://t.co/yA3eZwN32J,1,1,1
3986,einfach nur ich https://t.co/aGSxZJoyhG,1,1,1
3987,"@VollzeitJonas @mjwock Ist ja auch kein Fehler.
Allemal besser als Grüne, Linke, Ökolinx und die ganzen anderen Ideologen.",1,1,1
3988,@polizISTmensch Deutsche Medien?,1,1,1
3989,@schnischna1992 Bin am Arsch ALLA,1,1,1
3990,doktor deutsch porno deutsche klassische porno xhamster von mutter gefickt frauen orgasmus porn https://t.co/C4wwqU5TnT,0,3,1
3991,"@edgyluwuca Wenn du die Umfrage machen würdest alle würden dich für dumm verkaufen, dass du überhaupt fragst",1,1,1
3992,"Wenn #AKK es mit den Personalentscheidungen so hält wie #Merkel, ist #Merkel sehr bald nicht mehr BK.",1,1,1
3993,RT @_KingRighteous: Raleigh &gt; Durham,1,1,1
3994,"@Musashi_Haiku Ja, die #Haltung ist schon wichtig ! Wir brauchen neue Politiker in der Verantwortung, die mit der V… https://t.co/3bGfXZv9pc",1,1,1
3995,"RT @genialewelt: ""Er hat Waldnattern gesagt, erst mal melden!""

Echt jetzt? 🤦‍♂️ https://t.co/nEgw0GnFpk",1,1,1
3996,"Mein Puls ist auf 180, ich zitter und muss mich echt zusammenreißen, nicht loszudiskutieren. Weil es alles an ihrer… https://t.co/jBjfRPU58W",1,1,1
3997,"@SirSchnee Es kommt ,auch bei den Grünen, letztendlich immer braun raus!💩😉",1,1,1
3998,RT @HaraldRostock: Der renommierte deutsche Anwalt Wilfried Schmitz hat Strafanzeige gegen Merkel und ihre amtlichen Mitarbeiter „wegen Bet…,1,1,1
3999,"@BoserEr @Lebensformation @DrDavidBerger Von den Medien wird soviel unter den Tisch gekehrt, möchte nicht mal unter… https://t.co/vqfIICcwTQ",1,1,1
4000,RT @coraxaroc: Nazis. Es sind Nazis. Neons sind Reklame oder Fische und leuchten hübsch bunt. https://t.co/h4hE438D5y,1,1,1
4001,Wetlook Arsch Showoff mit Dirty Talk https://t.co/vYct0k52cD https://t.co/Rteygy4Jqb,0,3,1
4002,"@Lebensformation Wie wäre es mit abschieben, dass primitive Gesindel?",0,2,1
4003,"RT @D4ncingMonkey: #Amthor Leben und  Tod des @rezomusik

""Es wird langsam Zeit, mich zu der Scheiße hier zu äußern. Die Lügen, die Du über…",1,1,1
4004,@luaks030 Alle bis auf die Grünen 🤓 🍌,0,0,1
4005,"@gabkurt1 @srfnews @CurdinV Die Welt ist nicht einfach schwarz-weiss. Es gibt auch noch #Grautöne. 

Sie sind übrig… https://t.co/YthXNTrtNG",1,1,1
4006,[Empfohlen mit WELT News: Gewalt von Zuwanderern gegen Deutsche nimmt zu] Gewalt von Zuwanderern gegen Deutsche nim… https://t.co/JNJbrZnTsJ,1,1,1
4007,"RT @Reiner02192679: #Grüne sind in jeder Beziehung in der Politik und im Privaten, die aller Schlimmsten!
Finger weg, von den #Grünen
https…",0,0,1
4008,@FlXMYDlSEASES Merkel muss weg,1,1,1
4009,@heiner_gesper @alexarusss @bernd471 Ach laber doch keinen Scheiss du arme  Linksoma https://t.co/70M6F7AWHk,0,3,1
4010,"Deutsche Behörden sehen untätig zu: Das Steuerkarussell: So funktioniert der Milliarden-Raubzug, der Europa erschüt… https://t.co/2ho4XtlJY3",1,1,1
4011,"@Obviant @Buloneee 2 Antworten, 2 mal hurensohn, der Pflegefall bist dann doch eher du. https://t.co/XP4PM4tIxn",0,2,1
4012,Hat da jemand auf die Fresse bekommen oder was ist da los?,1,1,1
4013,"RT @trackmaniagamer: der pädo lord abbadon wurd kein stück verurteilt für die scheisse, ist jetzt finanzberater und ich muss sowas sehen (k…",0,3,1
4014,Gauland: Forderung nach einem europäischen Islam ist eine Schnaps-Idee https://t.co/Q6cHhXfsVC via @jouwatch,1,1,1
4015,nap auf arsch,0,3,1
4016,RT @masyaf_sy: Das halte ich für groben Unfug. Oder die Propaganda der Öffentlich-Rechtlichen ist effektiver und die Deutschen als Ganzes s…,1,1,1
4017,Reppinum kriegt die Eier mir zu linken wenn ich 1 Monat inaktiv war und nicjt sprinten kann 😂😂😂😂,1,1,1
4018,RT @Daffyfuq: Ihr habt alle einen Stock im Arsch weil ihr keine Pornos mit gummipuppe hochladet,0,3,1
4019,"RT @hl_h2o: Komm,mein Herz,geh und leg dich wieder in deine Schatulle.
Ich schließe ab und pass ab jetzt noch besser auf dich auf.",1,1,1
4020,Garantiertes bpl pack hat gegönnt @GamerBr0ski  also manche mussten seine sbc machen Kappa https://t.co/TkgZIgPzYF,1,1,1
4021,"RT @verusoss1: Doch, Deutschland fördert Islamisten, arabische kriminelle Clans, Schmarotzer und Taugenichtse aus aller Welt und völlig übe…",0,0,1
4022,"@ZDFheute Es ist halt ziemlich sinnfrei, 200l in einen 60l-Tank füllen zu wollen, wenn man gar nicht wegfahren möchte...",1,1,1
4023,@tagesschau @MiriamOzen Schon wieder framing ...,1,1,1
4024,"Es gibt politische Versager, die die Verstaatlichung von BMW fordern. Kannste Dir nicht ausdenken. Eher tritt Bayer… https://t.co/yAwTPaCnvT",1,1,1
4025,@zSkaveYT @_Sypherox_ @luuxaa_ @GANGMEMBERGAARA @zKidaa @HabeBrot @Die_Paedagogin @_txm3rx @Benizzel1 Dumme 13 hat er dich eingeschätzt,1,1,1
4026,"Top #Anwalt klagt #Merkel an, wegen #Voelkermord. https://t.co/XZ4gevKEcA",1,1,1
4027,"@ZDF Grüne 20,5% ?! Germany is doomed!",0,0,1
4028,"⭐ EU-Richtlinie: ""Ein Schlag ins Gesicht der Kleinaktionäre"" [premium]  ⭐ https://t.co/2q0HLKpzob",1,1,1
4029,RT @GriffinthePeter: legende einfach https://t.co/TagdvUzPOI,1,1,1
4030,"#Gabriel: Das hätte ich nicht von S. Gabriel erwartet, dass er auf Kevin Kühnert herumhackt. Schließlich hat der Ju… https://t.co/BJuH4TqcOK",1,1,1
4031,#Betze das Spiel spiegelt unsere Führungetage. Ein Passfehler nach dem anderen und kein Arsch in der Hose.,0,3,1
4032,"RT @1967Gorzata: @SBunners Ja, mit 0,2 % wieder mal wie #Merkel die Welt retten. Fanatisch und unverantwortlich.",1,1,1
4033,@gagadaily scheisse + hair,1,1,1
4034,"RT @burger_ein: Omas gegen Rechts, Moslems, Linke und Pfarrer bei Gegendemo Starnberg: Linke wollen AfD mit Besen vom Kirchplatz kehren htt…",1,1,1
4035,michellemalkin: 3) #freespeechfriday reminder ==&gt; https://t.co/0ABHiLCKl0 #fightthecensors #pjnet #tcot,1,1,1
4036,@ainyrockstar Oder Patrioten die die 1. Strophe des Deutschlandliedes singen als Nazis zu bezeichnen!🤷,1,1,1
4037,RT @sulemannmalik: Gehört der Islam zu Deutschland? Deutschland ist ein säkularer Staat.Entsprechend gehört Deutschland keiner Religion an.…,1,1,1
4038,@TimoKloepper @gruene_jugend Als grüne Jugend in FFF-Tagen und im Angesicht der Grossprobleme der Welt hielte  ich… https://t.co/ZoU24B6rfM,1,1,1
4039,"RT @Arnd_Schumacher: @AF_Will @TimmermansEU Schwache EU-Aussenpolitik sorgt dafür, dass der Islam bald zu Europa gehört. Der UN-#Migrations…",1,1,1
4040,@halia_yee_ durex &gt; trojan,1,1,1
4041,DWD -&gt; WARNLAGEBERICHT für Deutschland – https://t.co/oDGEQWCLEK,1,1,1
4042,"Warum zünden Frauen ihren Arsch an? 

Weil sie es können.",0,3,1
4043,"@eysvog3l @SM100d Genau , es sind die täglichen Lügen die Grünen brauchern !",1,1,1
4044,@SapereAudeDE @mariomayl So ein asoziales Pack... raus aus Deutschland,0,0,1
4045,@tagesschau Einen Scheiss wünsche ich denen!,0,3,1
4046,"@TiloJung Sorry, aber das kann ich so nicht stehen lassen. Denkt halt mal etwas größer und nicht immer so #linear i… https://t.co/5fiDT43dss",1,1,1
4047,@tinten_killer In dein Arsch?,0,3,1
4048,"@Nichttweeterin Keine Ahnung. Stimmt, ist was Italienisches.",1,1,1
4049,@_nasir_ahmad_ Warum müssen immer die muslimische Frauen Kopftuch ablegen was ist mit den anderen??? https://t.co/9HuMGR4tzN,1,1,1
4050,RT @kallepilsbier: Deutsche Donald Trump https://t.co/rXpGeBqZw6,1,1,1
4051,"Vom „Fabrikle“ zum Global Player – das ist unsere #Unternehmensgeschichte, die ab nun auch auf Englisch hanserliter… https://t.co/z3C7xaYyF1",1,1,1
4052,"@MazeMatze Haha :D Volkslehrer, Ingo Schulz und Reconquista Germanica",1,1,1
4053,"@RegSprecher Offener Brief an Bundeskanzlerin #Merkel -wieder einmal🤔
Ab und zu habe ich einen Brief an das Bundesk… https://t.co/YF2EyYOG4b",1,1,1
4054,RT @UnDEANiable: Steve Hofmeyr &gt; Kaizer Chiefs,1,1,1
4055,@just_n3rdy *einfach mal so den Nacken krault....* :D :D :D :,1,1,1
4056,@StefanSkibbe @Karl_Lauterbach Jap. Zum Kotzen.,1,1,1
4057,@milfdiana2 Geiler Arsch zum verwöhnen,0,3,1
4058,"#Direktflug
Merkels #Fachkräfte und Sofort-und #Dauerrentner
bei Anreise an die deutsche Geldbörse https://t.co/PtZk1o4tSY",1,1,1
4059,Match issn verdammtes scheiss wort,1,1,1
4060,@AtotheIex die ist so dumm,0,3,1
4061,"RT @EdzardErnst: @extra3 @jnfingerle Politiker, die keine Ahnung haben, haben keine Ahnung, dass sie keine Ahnung haben!!!",1,1,1
4062,@SPIEGEL_Politik @SPIEGELONLINE Politiker sind die größten klimaschädlichen Treibhausgase Verbrecher.,0,0,1
4063,@bheinzlmaier Idioten machen sowas...,1,1,1
4064,"@klinger291259 aBeR dIe LiNkEn!

q.e.d.",1,1,1
4065,"RT @Hadmut: Kapazitäten im ZDF und zur Eurowahl: Den Islam gibt es erst seit dem 7. Jahrhundert, aber Frans Timmermans, der Kommissionspräs…",1,1,1
4066,RT @ExGruene: @tagesschau Hat sich die Tagesschau schon von ihrer #Özil Berichterstattung distanziert? War der Schnappschuss mit #Erdogan n…,1,1,1
4067,"RT @hoeferjunge: Wieso eigentlich nich ""media markt - ich bin doch kein hurensohn"" würde viel heftiger wirken is mir doch egal ob ich blöd…",0,3,1
4068,"RT @lawyerberlin: #Linke und #Grüne wollen enteignen, die Medien kontrollieren, ganze Dörfer zwangsumsiedeln, Kritiker wie Palmer oder Sarr…",1,1,1
4069,"RT @DrDavidBerger: Unerhört! AfD möchte Einbürgerungsverbot für Ausländer, die in Mehrehen leben https://t.co/L8jRitdyf3 via @DrDavidBerger…",1,1,1
4070,@BILD Deutschland ohne Hitler wäre geschichtlich öde und langweilig und nebenbei kann man sich als Antifaschist zu… https://t.co/YgWG2eqo4Y,1,1,1
4071,RT @haramizemer: wie könnt ihr eigentlich single sein? seid ihr zu hässlich oder einfach nur scheiß Charakter? macht ihr euch keine Gedanke…,0,3,1
4072,@Ralf_Stegner Meinen sie echt die 🇺🇸 warten auf sie ?,1,1,1
4073,RT @SteinbachErika: Es war und ist die deutsche Kanzlerin die Europa spaltet! https://t.co/J6D3kUKRWZ,1,1,1
4074,Typisch Arschloch. Wie Merkel.,0,2,1
4075,"RT @DavidGeorge91: Scheiß auf @KarlLagerfeld 
Ich trage Jogginghose 😂",0,3,1
4076,"RT @DaRaschi: In Zwickau ist das ""Maas"" voll, hunderte Bürger ""verjagten"" den Bundesjustizminister Heiko Maas aus der Stadt. Er flüchtete m…",1,1,1
4077,"RT @erkanallesffm: @iBlali Dumme Youtubevideos: gemacht, Nazis: relativiert, Feminismus: erklärt yep, its ich kotze meine unnötige Meinung…",0,2,1
4078,RT @HyperBushido: Adolf Hitler 1923 als er wegen putschversuch in knast gekommen ist https://t.co/5wGo2MkzEA,1,1,1
4079,@CCrunk9 Was erwartet der hurensohn was passiert,0,3,1
4080,"RT @Hartes_Geld: Wer sich in #England zum Imam ausbilden lässt, lernt folgendes: ""Allah ist glücklich, wenn Moslems ihre Frauen vergewaltig…",0,0,1
4081,RT @tomatenhass: kastor von akielos dieser kleine hurensohn,0,3,1
4082,"RT @PatMair1: @AfDBraunschweig Warum sterben die Insekten?
Die #Grünen verspargeln unsere Landschaft mit ""Todesanlagen"" für Insekten!
#Grün…",1,1,1
4083,"RT @KeineAFD2017: ERINNERN WIR UNS und zwar vor der #Europawahl2019 ! 

Nazis marschieren wie 1933 über unsere Straßen in #plauen0105 #plau…",1,1,1
4084,@BarbaraKaufmann Das Verhältnis ist zerrüttet. Die GRÜNEN müssen von selbst in den NR zurück finden. JETZT schafft… https://t.co/tsyoBhXYN5,1,1,1
4085,#zdf #meinerstesmal zeigt mir nur wie Politiker sich immer wieder ins rechte Licht rücken. #ekelhaft,1,1,1
4086,@lou_lorenz @SonjaAblinger so eine MännerWG ist halt schon lässig... ;-),1,1,1
4087,"EU-Abgeordnete über Martin Schulz: ""Ich bin sehr froh, dass wir ihn los sind"" https://t.co/HiNEq8q0lM via @China_Welt_News",1,1,1
4088,@Rabensalat @RanaJeanne einfach nicht kündigen lassen! einfach kinderbetreuung haben! einfach nicht umziehen! EINFACH!,1,1,1
4089,"Ich sehe schon kommen, dass die Grünen aus meinem Ortsverband bei mir anfragen, ob ich in den Gemeinderat möchte, w… https://t.co/kutVHvhIGb",1,1,1
4090,@welt Wir brauchen ehrliche Politiker die für Klarheit Wahrheit und Transparenz stehen .Wir brauchen Bürger die nic… https://t.co/unuxnLbHVB,1,1,1
4091,free deutsche pornos blond hund fickt frau sexi reife frauen flotter dreier deutscher porno https://t.co/thDN0DwqqB,0,3,1
4092,RT @Textvergessen: Ich bin auch Organspender. Mein Hirn soll im Falle meines Ablebens ein AfD-Wähler bekommen.,1,1,1
4093,RT @heike_gassmann: Im Land von Greta Thunberg stürzen die Grünen ab via @welt https://t.co/75x5n8ZLNO,1,1,1
4094,"RT @in_so_fern: Wenn Du mit einem Idioten diskutierst, gewinnt immer nur einer und das bist nicht Du.",1,1,1
4095,@MadcapKostia @winstspencer2 Gay deutsche dung,0,3,1
4096,@ZDF Mehr Frauen braucht das Land.,1,1,1
4097,"SpFUgANg 

Ihr dummen lappen",0,3,1
4098,RT @tantetictac: Rehe dystopische Hundesöhne einfach 😡😭 https://t.co/UEEqOzbPCs,0,3,1
4099,@TheFaboHD einfach unge mit draufklatschen,1,1,1
4100,@saltyironflower WARTE DU BIST DEUTSCHE??,1,1,1
4101,@HeikoMaas Politiker machen du Du Du aber nicht einer übernimmt von Ihnen Verantwortung für das was Sie alle über J… https://t.co/TBgl1lzEHp,1,1,1
4102,"RT @KlischkoE: Merkel will stärkeren Islam in der BRD

Nach Ansicht von Bundeskanzlerin Angela Merkel (CDU) wird der Islam in Deutschland i…",1,1,1
4103,Er ist einfach 7 Jahre jünger als ich und baggert mich besser an als jeder Typ vor ihm,1,1,1
4104,@WS_Porsche Den eliter war einfach domm,1,1,1
4105,"Das ist..... Ein joke oder?  
Nein? Ich möchte mir grade einfach nur noch den Kopf an die Wand hauen. 
@CDU: ""wir b… https://t.co/whFYLhPDza",1,1,1
4106,RT @LukederTypda: Ich kicherte mir meinen verfickten Arsch ab https://t.co/1Vxq17PHz1,0,3,1
4107,"@RaunigMichael Derzeit scheisst er sich voll an, danach ist eine Verschwörung der Linken und die Insel Ibiza gibt es gar nicht.",1,1,1
4108,Errol ist einfach eine Verkörperung meiner Persönlichkeit,1,1,1
4109,"RT @SirSchnee: #Buntland ist bald abgebrannt? 🤔

Beharrlich weigerte sich der mit einer Deutschen verheiratete Tunesier, seine Mütze abzune…",1,1,1
4110,"RT @derherrschulz: ""Der  neoliberale und der autoritäre, rassismusgetriebene Staatsumbau gehören  zusammen. Das eine lenkt vom anderen ab o…",1,1,1
4111,"RT @lovelisa18x: Mein Arschloch liebt auch Schwänze ❤️ RETWEET, wenn du jetzt dein Schwanz in mein Arsch stecken könntest 😉 https://t.co/rN…",0,3,1
4112,@Lemurian1897 @krustytheboss @tagesschau Ich bin kein Nazi aber,1,1,1
4113,@Herr_Klartext @StefanS56831841 @lawyerberlin Doch Linksgrünes Pack,0,3,1
4114,RT @ryuuly: als goethe gesagt hat 'wer animal crossing nicht ehrt ist meinen arsch nicht' wert i really felt that,1,1,1
4115,RT @MediaRings: Dean Stuart Illustrations &gt; Dirk Petzold https://t.co/Ggd1JOBepW #productdesign #designthinking #DesignInspiration #Graphic…,1,1,1
4116,"Die Aerith is schon ne hübsche, aber ich warte vergeblich auf Vincent Valentines reitbares Gesicht",1,1,1
4117,RT @liiamichel: @AhmadMansour__ Weil die Männer im Islam die Frauen unterstützen und nicht zugucken wie den Frauen die Rechte verweigert we…,1,1,1
4118,"Kommunikation, was ein hurensohn",0,3,1
4119,"RT @den_tyske: ICH KÖNNTE 🤮 
Wie wäre es denn mal mit einem Pilotprojekt für bedürftige deutsche Rentner? Oder einem Pilotprojekt für arme…",1,1,1
4120,RT @E_Fensterheber: @LaraIstanbul guck wie dieser hipsterschlampe der kopf anschwillt weil sie gluten isst 🤣🤣 die will einfach mitleid,0,2,1
4121,"RT @Lovefefee: Denkt ihr die neuen Nazis würden davor zurück schrecken millionenfach zu töten, oder sind sie harmloser als ihre Vorbilder?…",1,1,1
4122,Kennst du schon „Mein Kampf - Adolf Hitler - Volk und Rasse“ von User 167067272 auf #SoundCloud? #np https://t.co/UgXSJkfael,1,1,1
4123,Juso-Chef: Die radikal linken Tagträume des Kevin Kühnert - WELT https://t.co/zSojmCfqdr,1,1,1
4124,@Cloud_Plays Aber nur deutsche Kartoffeln!,1,1,1
4125,RT @Rapid__RTs: RT: (ChillJo1) &gt; https://t.co/PS9WAcUKXw,1,1,1
4126,RT @ava_uff: sorry aber rauchen ist halt einfach sexy,1,1,1
4127,"RT @PatrickGensing: Das Profil von ""Dora Bromberger"" ist nach Sperrung mittlerweile als ""Ex Grüne"" unterwegs, Schwesteraccount ""Emma Richte…",1,1,1
4128,RT @DerSPIEGEL: SPON-Regierungsmonitor: Merkel immer beliebter https://t.co/3TywZnBZF5 https://t.co/o4NUKXwnb9,1,1,1
4129,"@BB12_DE @krippmarie @KunkelMuhme Schützen muss man sich vor dem Linken Terror und Gewalt,  der Hass auf das eigene… https://t.co/kYJE9qJZCl",1,1,1
4130,Wie lange sollen wir Johanna noch ertragen? Kann die nicht einfach auswandern???#gzsz,0,2,1
4131,"RT @AFCAjax: Today’s starting XI! 📋👀

#AjaxO19 -&gt; Reiziger; Kasanwirjo, 
J. Timber, Rensch, Salah-Eddine; Taylor, Q. Timber, Llansana; Hans…",1,1,1
4132,Die politische Landschaft war früher von Rot und Schwarz dominiert. In Zukunft wird sie von Grün und Nationalisten geprägt sein.,1,1,1
4133,"RT @CorneliaNoack: Ich bin Ossi und schäme mich zutiefst fremd für die Merkel. 40 Jahre mußten wir die Diktatur ertragen, die Merkel jetzt…",1,1,1
4134,"@lawyerberlin @Peaches1804 Hat ja irgendwie, was vom Vierten Reich. Die Grünen leiten dies alles, wie Hitler damals.",0,2,1
4135,RT @tschemal: Deutsche K-Pop https://t.co/lbSBgGUBjl,1,1,1
4136,Gabriel V. 🖤 https://t.co/apynLAt21z,1,1,1
4137,"@DaniEngel6 @HeikoMaas @BILD ""Bethäuser"" für Kirchen ist brutal ! 😀",1,1,1
